speed,heading_error,checkpoint_distance,ray_0_front,ray_1_+45,ray_2_+90,ray_3_+135,ray_4_back,ray_5_-135,ray_6_-90,ray_7_-45,ground_friction,throttle,steering
15.9746,-0.2608,38.4127,50.0000,12.7983,8.8180,20.1798,38.3357,19.9406,15.2399,50.0000,1.2000,1.0000,0.0000
16.0068,-0.2885,37.9349,50.0000,12.3096,8.3867,20.1432,38.8700,20.3730,16.6472,50.0000,1.2000,1.0000,0.0000
16.1745,-0.2674,37.4319,50.0000,12.8682,7.7615,19.9016,36.4003,22.8164,17.2302,50.0000,1.2000,1.0000,1.0000
16.1148,-0.1763,36.9052,50.0000,17.8528,7.3805,19.5267,31.2264,35.0432,17.0779,50.0000,1.2000,1.0000,1.0000
16.3879,-0.0766,36.3561,50.0000,50.0000,7.2052,10.5186,27.4482,50.0000,17.1704,50.0000,1.2000,1.0000,1.0000
16.1347,0.0096,35.7792,50.0000,50.0000,7.2654,8.1765,25.1271,50.0000,17.5859,50.0000,1.2000,1.0000,1.0000
16.3152,0.1086,35.1826,50.0000,50.0000,7.6747,6.9534,23.2833,50.0000,18.2627,47.2398,1.2000,1.0000,1.0000
16.1482,0.1991,34.5582,50.0000,50.0000,8.3790,6.2351,22.1311,50.0000,19.1775,34.7118,1.2000,1.0000,1.0000
15.9998,0.2613,33.9123,50.0000,50.0000,9.2398,5.8971,21.6276,50.0000,20.2015,30.7069,1.2000,1.0000,0.0000
16.0197,0.2413,33.2459,50.0000,50.0000,9.1420,5.6478,21.9847,50.0000,20.1763,32.6168,1.2000,1.0000,0.0000
15.9810,0.2181,32.5577,50.0000,50.0000,9.1897,5.5386,11.3235,50.0000,20.1881,34.9650,1.2000,1.0000,0.0000
16.2718,0.1998,31.8496,50.0000,50.0000,9.2183,5.3744,8.8426,50.0000,20.1067,36.9590,1.2000,1.0000,0.0000
16.3944,0.1880,31.1133,50.0000,50.0000,9.2186,5.1061,7.3121,50.0000,19.8175,38.1809,1.2000,1.0000,0.0000
16.5782,0.1607,30.3589,50.0000,50.0000,9.1213,4.9835,6.6326,50.0000,19.5787,41.1366,1.2000,1.0000,0.0000
16.7873,0.1442,29.5833,50.0000,50.0000,9.2059,4.8861,6.1371,50.0000,19.3821,43.0558,1.2000,1.0000,0.0000
17.1449,0.1304,28.7877,50.0000,50.0000,9.3329,4.7899,5.7055,50.0000,19.1216,44.6253,1.2000,1.0000,0.0000
17.3526,0.1177,27.9671,50.0000,50.0000,9.4267,4.6196,5.2602,50.0000,18.7137,45.8466,1.2000,1.0000,0.0000
17.6716,0.1012,27.1302,50.0000,50.0000,9.5523,4.5657,5.0204,50.0000,18.4866,47.6463,1.2000,1.0000,0.0000
17.9189,0.0909,26.2713,50.0000,50.0000,9.7260,4.4778,4.7264,50.0000,18.0886,48.3246,1.2000,1.0000,0.0000
18.2318,0.0767,25.3949,50.0000,50.0000,9.8796,4.4230,4.5251,10.3529,17.7457,49.4303,1.2000,1.0000,0.0000
18.3712,0.0510,24.5079,50.0000,50.0000,10.2053,4.6092,4.6688,10.1228,17.9670,50.0000,1.2000,1.0000,0.0000
18.8150,0.0418,23.6028,50.0000,50.0000,10.6499,4.6737,4.6523,9.3087,17.7723,50.0000,1.2000,1.0000,1.0000
19.2086,0.1724,22.6740,50.0000,50.0000,15.6714,4.9647,4.2987,7.0750,15.6819,38.0992,1.2000,1.0000,1.0000
19.5247,0.3061,21.7235,50.0000,50.0000,27.5843,5.2946,3.9557,5.4422,13.0896,29.4418,1.2000,1.0000,1.0000
19.3747,0.4428,20.7540,50.0000,50.0000,46.5465,5.9315,3.7278,4.4700,10.1893,23.6527,1.2000,1.0000,0.0000
19.6126,0.4253,19.7864,50.0000,50.0000,43.9979,5.8865,3.6682,4.3170,9.6537,23.7012,1.2000,1.0000,0.0000
19.6468,0.4155,18.8072,50.0000,50.0000,42.3140,5.9574,3.6463,4.2041,9.1573,23.5447,1.2000,1.0000,0.0000
19.6846,0.4104,17.8186,50.0000,50.0000,41.0946,6.0642,3.6381,4.1126,8.7388,23.1985,1.2000,1.0000,0.0000
19.9817,0.4026,16.8250,50.0000,50.0000,39.7120,6.1980,3.6731,4.0858,8.4022,22.9912,1.2000,1.0000,0.0000
20.2823,0.4001,15.8155,50.0000,50.0000,38.3901,6.1591,3.5544,3.8708,7.8479,22.3391,1.2000,1.0000,0.0000
20.3081,0.3973,14.7986,50.0000,50.0000,37.3144,6.3102,3.5913,3.8303,7.5659,21.9284,1.2000,1.0000,1.0000
20.1488,0.5510,13.7858,50.0000,50.0000,43.5915,8.6368,4.1217,3.9096,6.5468,17.5926,1.2000,1.0000,1.0000
20.3379,0.7036,12.7699,45.2015,50.0000,46.5841,11.9527,4.6386,3.9017,5.6886,14.1542,1.2000,1.0000,1.0000
20.4734,0.7612,11.7492,40.8498,50.0000,46.5545,13.5931,4.8265,3.8428,5.2978,12.6723,1.2000,1.0000,0.0000
20.6333,0.7746,10.7275,38.7960,50.0000,45.1821,13.5382,4.6469,3.6014,4.8532,11.7708,1.2000,1.0000,0.0000
20.1423,0.8011,9.7180,36.8576,50.0000,44.2902,14.2422,4.8137,3.6617,4.7798,11.2037,1.2000,1.0000,0.0000
20.3645,0.8293,8.7348,35.2809,50.0000,43.3405,14.8378,5.0466,3.7632,4.8046,10.8435,1.2000,1.0000,0.0000
20.5993,0.5265,39.5001,33.3557,50.0000,42.2278,15.0804,5.0304,3.6584,4.5369,10.1082,1.2000,1.0000,0.0000
20.4602,0.5386,38.4657,31.0465,48.4325,41.4446,15.7912,5.1460,3.6199,4.3183,9.3493,1.2000,1.0000,0.0000
20.3610,0.5572,37.4455,29.0417,46.5403,41.1117,17.2997,5.6805,3.8900,4.4872,9.0520,1.2000,1.0000,0.0000
20.6331,0.5599,36.4214,27.3960,44.6848,40.2679,17.8600,5.9339,3.9517,4.4129,8.6080,1.2000,1.0000,0.0000
20.9089,0.5636,35.3874,25.3633,42.5972,39.2485,18.0900,5.8754,3.7885,4.1089,7.8206,1.2000,1.0000,0.0000
20.4032,0.6156,34.3703,22.7229,40.4568,39.5623,20.7764,6.9689,4.2422,4.3504,7.5246,1.0000,1.0000,0.0000
20.7429,0.6214,33.3570,21.3466,38.7639,38.8809,21.5696,7.4709,4.4348,4.3874,7.2746,1.0000,1.0000,0.0000
21.0827,0.6286,32.3347,19.5585,36.8025,38.0201,21.9645,7.6444,4.3474,4.1774,6.6816,1.0000,1.0000,0.0000
20.8714,0.6648,31.3121,17.2408,34.5577,37.5601,23.3409,8.2861,4.4380,4.0375,6.0850,1.0000,1.0000,0.0000
20.9294,0.6812,30.3035,15.7523,32.7694,36.9842,24.2648,8.9516,4.6124,4.0237,5.8064,1.0000,1.0000,0.0000
21.0635,0.7058,29.3031,14.2155,30.8765,36.4462,25.3578,9.8149,4.8375,4.0198,5.4971,1.0000,1.0000,0.0000
21.1773,0.7336,28.3128,12.8538,29.0437,35.9674,26.5342,10.8561,5.1411,4.0468,5.2686,1.0000,1.0000,0.0000
21.1564,0.6613,27.3302,13.4205,28.8988,35.0820,25.4620,10.6405,5.0839,4.0431,5.3767,1.0000,1.0000,-1.0000
21.3489,0.5437,26.3575,14.8902,29.5647,34.1219,23.5297,9.9244,4.8639,4.0450,5.6859,1.0000,1.0000,-1.0000
21.2060,0.4434,25.3972,16.3957,30.3256,33.6755,22.5071,9.8064,5.0344,4.3168,6.2968,0.9000,1.0000,-1.0000
21.4233,0.3289,24.4408,17.5750,31.0917,33.0448,21.0397,9.1623,4.8249,4.3527,6.7342,0.9000,1.0000,-1.0000
21.6031,0.2157,23.4805,18.1888,31.4608,32.2297,19.4503,8.1124,4.3568,4.1227,6.8399,0.9000,1.0000,-1.0000
20.7759,0.1971,22.5427,18.0271,31.3788,32.7219,20.4693,8.8121,4.7248,4.4227,7.1640,0.9000,1.0000,0.0000
20.9749,0.2192,21.6136,16.8347,30.5458,33.2177,21.8836,9.5840,4.9018,4.4282,6.8442,0.9000,1.0000,0.0000
21.1694,0.2426,20.6785,15.2381,29.3085,33.4139,23.0226,10.0255,4.7848,4.1563,6.1895,0.9000,1.0000,0.0000
20.5747,0.3156,19.7500,13.3401,27.4717,33.8247,25.3025,11.5456,5.0883,4.1021,5.6563,0.9000,1.0000,0.0000
20.8124,0.3416,18.8396,12.2448,26.3408,34.0698,26.6608,12.4778,5.2073,4.0540,5.3645,0.9000,1.0000,0.0000
20.5442,0.3922,17.9318,10.8993,24.7211,34.1952,28.4125,13.8779,5.4408,3.9854,5.0024,0.9000,1.0000,0.0000
20.4898,0.4471,17.0436,9.8679,23.1883,34.3361,30.3140,15.7312,5.8528,4.0714,4.8299,0.9000,1.0000,0.0000
20.1836,0.4801,16.1652,9.1483,22.0926,34.5227,31.7377,17.0608,6.1463,4.1040,4.6888,0.9000,1.0000,0.0000
20.4588,0.5421,15.3132,8.3256,20.4798,34.5051,33.5918,19.1688,6.6712,4.2009,4.5481,0.9000,1.0000,0.0000
20.3178,0.5822,14.4701,7.5701,19.2296,34.5108,34.8825,20.4686,6.8627,4.1226,4.3001,0.9000,1.0000,0.0000
20.2066,0.6649,13.6629,7.0293,17.5580,34.3063,36.8832,23.1785,7.7971,4.3723,4.2926,0.9000,1.0000,0.0000
20.6183,0.7143,12.8779,6.4049,16.3240,34.2479,38.1270,24.6300,8.0551,4.2957,4.0670,1.0000,1.0000,0.0000
20.3462,0.7975,12.1269,6.0948,15.0199,34.0426,39.8809,27.1781,9.1195,4.6019,4.1248,1.0000,1.0000,0.0000
20.8165,0.8606,11.4108,5.6183,13.8969,33.9657,41.1294,28.7936,9.5221,4.5552,3.9301,1.0000,1.0000,0.0000
20.0250,0.9599,10.7379,5.2646,12.5901,33.5269,42.6306,31.2678,10.6424,4.7904,3.9136,1.0000,1.0000,0.0000
20.5085,1.0510,10.1425,5.2869,11.9936,33.5760,44.1999,33.6059,11.9816,5.2357,4.1129,1.0000,1.0000,0.0000
20.9687,1.1416,9.6116,4.9854,11.1713,33.5213,45.4865,35.4078,12.7044,5.3278,4.0209,1.0000,1.0000,0.0000
21.2702,1.2442,9.1641,4.3923,9.9174,33.1320,46.5144,36.9171,13.0251,5.0613,3.6422,0.9000,1.0000,0.0000
20.5700,1.3877,8.8266,4.1980,8.9243,32.2225,47.6309,39.5223,14.7674,5.4432,3.6763,0.9000,1.0000,0.0000
19.6790,1.4848,8.6096,4.7242,9.5227,33.5328,49.5947,41.6622,16.3105,6.3628,4.2589,0.9000,1.0000,-1.0000
19.9815,1.4688,8.5074,5.2062,11.4713,37.7863,50.0000,41.0270,14.7642,6.2808,4.4555,0.9000,1.0000,-1.0000
20.2555,1.4539,8.5182,5.4594,13.6916,41.2990,50.0000,38.9107,13.1424,5.8855,4.3869,0.9000,1.0000,-1.0000
20.4839,1.4386,8.6382,5.4805,16.4586,44.5806,50.0000,34.7894,11.4151,5.1905,4.0835,0.9000,1.0000,-1.0000
20.6539,1.4202,8.8589,5.2625,20.1668,47.9791,50.0000,29.4608,9.4320,4.2862,3.5679,0.9000,1.0000,-1.0000
19.6487,1.4425,9.1589,5.2672,23.6466,50.0000,50.0000,26.9887,8.6579,3.9365,3.3813,0.9000,1.0000,-1.0000
19.4251,1.4222,9.5085,5.8240,30.1903,50.0000,50.0000,23.8913,7.9049,3.7757,3.4295,0.9000,1.0000,-1.0000
19.1847,1.3958,9.9065,6.5555,36.1756,50.0000,50.0000,21.4818,7.1918,3.6327,3.4963,0.9000,1.0000,-1.0000
18.7554,1.3568,10.3404,7.6233,40.9098,50.0000,50.0000,19.4081,6.4494,3.4887,3.5833,0.9000,1.0000,-1.0000
18.7553,1.3147,10.7955,9.0519,44.5984,50.0000,50.0000,17.7330,5.7212,3.3192,3.6484,0.9000,1.0000,-1.0000
18.2268,1.2760,11.2615,11.2995,47.9374,50.0000,46.5903,16.6568,5.2783,3.2792,3.8390,0.9000,1.0000,-1.0000
17.7678,1.2223,11.7336,15.1168,50.0000,50.0000,40.8790,15.1985,4.6705,3.1361,3.9814,0.9000,1.0000,-1.0000
17.3236,1.1833,12.1961,20.7762,50.0000,50.0000,36.9476,14.2116,4.3117,3.0970,4.2125,0.9000,1.0000,-1.0000
16.9601,1.1375,12.6450,29.4115,50.0000,50.0000,33.6793,13.0396,4.0184,3.0883,4.5564,0.9000,1.0000,-1.0000
16.5051,1.0864,13.0780,37.2146,50.0000,50.0000,31.0614,11.3320,3.7118,3.0643,4.9718,0.9000,1.0000,-1.0000
16.0713,1.0371,13.4874,41.8498,50.0000,50.0000,29.2796,9.7411,3.5027,3.0992,5.5740,0.9000,1.0000,-1.0000
15.4013,0.9831,13.8722,44.9012,50.0000,50.0000,27.8500,8.1082,3.3113,3.1471,6.4349,0.8000,1.0000,-1.0000
15.1096,0.9485,14.2247,46.9468,50.0000,50.0000,27.2641,7.1186,3.2138,3.2316,7.4381,0.8000,1.0000,-1.0000
14.5530,0.9058,14.5547,49.0354,50.0000,50.0000,26.5314,6.0318,3.0360,3.2555,8.8174,0.9000,1.0000,-1.0000
14.1703,0.8691,14.8491,50.0000,50.0000,50.0000,26.1006,5.3465,2.9502,3.3556,10.9824,0.9000,1.0000,-1.0000
13.8746,0.8242,15.1081,50.0000,50.0000,50.0000,25.4039,4.7445,2.8820,3.5109,15.0837,0.9000,1.0000,-1.0000
13.5549,0.7808,15.3317,50.0000,50.0000,47.4354,24.3206,4.2870,2.8338,3.7107,22.6620,0.9000,1.0000,-1.0000
13.2941,0.7372,15.5189,50.0000,50.0000,44.2167,22.1908,3.9164,2.8051,3.9720,32.5992,0.9000,1.0000,-1.0000
12.8962,0.7072,15.6654,50.0000,50.0000,42.3880,19.9566,3.8476,2.9323,4.4386,37.7712,0.9000,1.0000,-1.0000
12.8804,0.6615,15.7755,50.0000,50.0000,40.2565,15.1933,3.6362,2.9789,4.9528,40.2902,0.9000,1.0000,-1.0000
12.8710,0.6159,15.8531,50.0000,50.0000,38.3928,11.0132,3.3418,2.9472,5.4483,41.3910,0.9000,1.0000,-1.0000
12.5333,0.5704,15.8983,50.0000,50.0000,36.7726,8.2524,3.0722,2.9050,6.0805,42.2125,0.9000,1.0000,-1.0000
12.4190,0.5476,15.9049,50.0000,50.0000,35.9314,7.0844,2.9850,2.9677,6.8831,42.7485,0.9000,1.0000,-1.0000
12.3996,0.5077,15.8765,50.0000,50.0000,34.7243,5.9941,2.8879,3.0586,8.2671,43.7467,0.9000,1.0000,-1.0000
12.1883,0.4823,15.8148,50.0000,50.0000,33.9433,5.6380,2.9727,3.3157,10.3801,44.7489,0.9000,1.0000,-1.0000
12.3212,0.4393,15.7208,50.0000,50.0000,32.4075,5.0802,2.9774,3.5497,13.9127,46.3977,0.9000,1.0000,-1.0000
12.4548,0.3957,15.5947,50.0000,50.0000,29.8422,4.5086,2.9003,3.7138,18.6640,48.3325,0.9000,1.0000,-1.0000
12.5868,0.3515,15.4371,50.0000,50.0000,25.1235,3.9245,2.7467,3.7857,23.3313,50.0000,0.9000,1.0000,-1.0000
12.3573,0.3247,15.2486,50.0000,48.1954,20.5177,3.7056,2.7561,4.0417,26.2553,50.0000,0.9000,1.0000,-1.0000
12.4199,0.2856,15.0294,50.0000,45.0517,15.3308,3.4937,2.7808,4.4000,28.3809,50.0000,0.9000,1.0000,-1.0000
12.4821,0.2440,14.7802,50.0000,42.1811,11.5412,3.3192,2.8280,4.8695,29.7971,50.0000,0.9000,1.0000,-1.0000
12.5288,0.2025,14.5019,50.0000,39.5553,9.0951,3.1820,2.8831,5.4639,30.8350,50.0000,0.9000,1.0000,-1.0000
12.5958,0.1596,14.1956,50.0000,37.0184,7.4834,3.0769,2.9711,6.2486,31.8990,50.0000,0.9000,1.0000,-1.0000
12.6628,0.1162,13.8619,50.0000,34.4482,6.3716,3.0002,3.0852,7.2755,33.0136,50.0000,0.9000,1.0000,-1.0000
12.7285,0.0731,13.5020,50.0000,31.6853,5.5756,2.9429,3.2124,8.6340,34.2762,50.0000,0.9000,1.0000,-1.0000
12.7700,0.0294,13.1167,50.0000,28.5431,4.9958,2.9116,3.3896,10.4283,35.8190,50.0000,0.9000,1.0000,-1.0000
12.6954,-0.0157,12.7084,50.0000,24.9431,4.6302,2.9547,3.6759,12.8259,37.7716,50.0000,0.8000,1.0000,-1.0000
12.7458,-0.0530,12.2833,47.3227,21.0475,4.2879,2.9449,3.8909,14.9610,39.6282,50.0000,0.8000,1.0000,-1.0000
12.5529,-0.0882,11.8421,43.6148,17.1665,3.9992,2.9372,4.1216,16.8873,41.6018,50.0000,0.8000,1.0000,-1.0000
12.4662,-0.1243,11.3899,40.2223,13.8831,3.7841,2.9655,4.4464,18.8226,43.7690,50.0000,0.8000,1.0000,-1.0000
12.3538,-0.1606,10.9252,37.0856,11.3357,3.6247,3.0250,4.8634,20.5648,45.8716,50.0000,0.8000,1.0000,-1.0000
12.2720,-0.1971,10.4490,34.1222,9.4408,3.4981,3.0954,5.3432,22.2391,47.6126,50.0000,0.8000,1.0000,-1.0000
12.1879,-0.2341,9.9611,31.2398,8.0207,3.3805,3.1726,5.9598,23.7753,48.7332,50.0000,0.7000,1.0000,-1.0000
11.8560,-0.2662,9.4665,28.6201,7.1021,3.3444,3.3153,6.7229,25.3261,49.1456,50.0000,0.7000,1.0000,-1.0000
11.6975,-0.2948,8.9721,26.0318,6.3401,3.2815,3.4209,7.5282,26.7245,48.9944,48.4176,0.7000,1.0000,-1.0000
11.3690,-0.3235,8.4754,23.4955,5.7955,3.2616,3.5859,8.5839,28.2472,48.6054,45.8075,0.7000,1.0000,-1.0000
11.3570,2.5948,24.4264,20.8339,5.2895,3.2225,3.7461,9.8087,29.8601,48.0163,42.8539,0.7000,1.0000,-1.0000
10.9341,2.5213,24.9688,18.2841,4.9467,3.2577,4.0056,11.3879,31.6951,47.3929,39.7897,0.7000,1.0000,-1.0000
10.9533,2.4525,25.5079,15.8002,4.5991,3.2417,4.2252,13.0107,33.4637,46.6539,36.7710,0.7000,1.0000,-1.0000
10.4902,2.3827,26.0478,13.5982,4.3767,3.3023,4.5838,14.9651,35.4226,45.9396,33.8481,0.7000,1.0000,-1.0000
10.5430,2.3170,26.5765,11.6981,4.1818,3.3612,4.9763,16.9004,37.2656,45.1573,31.0991,0.7000,1.0000,-1.0000
10.3189,2.2486,27.1039,9.9265,3.9571,3.3930,5.4025,18.9030,39.0156,44.2371,28.3078,0.4000,1.0000,-1.0000
10.3151,2.1949,27.6207,8.7598,3.8266,3.4607,5.8840,20.6672,40.3016,43.2953,26.0149,0.4000,1.0000,-1.0000
10.3463,2.1417,28.1293,7.7393,3.7089,3.5363,6.4828,22.4977,41.3988,42.2104,23.7773,0.4000,1.0000,-1.0000
10.5023,2.0861,28.6247,6.9050,3.6186,3.6560,7.3062,24.4719,42.3002,40.9077,21.5544,0.4000,1.0000,-1.0000
10.4189,2.0301,29.1091,6.2181,3.5480,3.8049,8.3135,26.5665,42.9180,39.2625,19.3925,0.7000,1.0000,-1.0000
10.3444,1.9670,29.5767,5.6378,3.5076,4.0183,9.7777,28.8549,43.2718,37.1395,17.1814,0.7000,1.0000,-1.0000
10.2041,1.9078,30.0293,5.1416,3.4575,4.2285,11.4395,31.0594,43.3284,34.7264,15.1057,0.7000,1.0000,-1.0000
10.1056,1.8519,30.4630,4.7747,3.4486,4.4980,13.4069,33.2708,43.2500,32.2496,13.2861,0.7000,1.0000,-1.0000
9.9960,1.7977,30.8778,4.4761,3.4550,4.8144,15.6522,35.4804,43.0775,29.7379,11.6537,0.7000,1.0000,-1.0000
9.9001,1.7386,31.2724,4.2180,3.4799,5.2245,18.2748,37.8225,42.7969,27.1379,10.1478,0.7000,1.0000,-1.0000
9.7546,1.6867,31.6462,4.0221,3.5219,5.6812,20.8387,39.9469,42.4634,24.8475,8.9656,0.7000,1.0000,-1.0000
9.6392,1.6367,31.9977,3.8619,3.5799,6.2176,23.3513,41.9047,42.0418,22.7271,7.9849,0.7000,1.0000,-1.0000
9.4532,1.5814,32.3267,3.7715,3.7089,6.9916,26.0102,43.7758,41.4694,20.6743,7.1924,0.7000,1.0000,-1.0000
9.4020,1.5435,32.6333,3.6390,3.7491,7.5864,28.0197,45.0432,40.8620,19.0441,6.5478,0.7000,1.0000,-1.0000
9.3114,1.4880,32.9170,3.5437,3.8713,8.6147,30.4563,46.2130,39.7363,17.2010,5.9277,0.7000,1.0000,-1.0000
9.2271,1.4409,33.1771,3.4809,3.9985,9.7409,32.6427,47.0000,38.4107,15.6473,5.4723,0.7000,1.0000,-1.0000
9.1093,1.3980,33.4134,3.4435,4.1426,11.0548,34.7224,47.5562,36.9483,14.3243,5.1288,0.7000,1.0000,-1.0000
9.0387,1.3545,33.6260,3.4166,4.3107,12.6570,36.8225,47.9234,35.1508,13.1047,4.8339,0.7000,1.0000,-1.0000
8.9770,1.3122,33.8152,3.3948,4.4965,14.5103,38.9029,48.1793,33.2137,11.9997,4.5730,0.8000,1.0000,-1.0000
9.0691,1.2665,33.9807,3.3815,4.7212,16.7993,41.1164,48.3267,31.0712,10.9358,4.3379,0.8000,1.0000,-1.0000
9.1469,1.2199,34.1214,3.3865,4.9986,19.5187,43.4264,48.4350,28.8773,9.9830,4.1505,0.8000,1.0000,-1.0000
9.2463,1.1739,34.2372,3.3949,5.3001,22.4724,45.7717,48.5213,26.8064,9.1214,3.9848,0.8000,1.0000,-1.0000
9.3331,1.1281,34.3282,3.4202,5.6576,25.5981,48.1516,48.5921,24.8977,8.3712,3.8423,0.8000,1.0000,-1.0000
9.4334,1.0830,34.3942,3.4489,6.0696,28.6028,50.0000,48.6282,23.1524,7.7113,3.7170,0.8000,1.0000,-1.0000
9.5352,1.0385,34.4352,3.4882,6.5215,31.4795,50.0000,48.6129,21.5907,7.1401,3.6123,0.8000,1.0000,-1.0000
9.6295,0.9957,34.4510,3.5334,7.0520,34.0514,50.0000,48.5247,20.2338,6.6704,3.5285,0.8000,1.0000,-1.0000
9.7110,0.9521,34.4414,3.5917,7.6963,36.4918,50.0000,48.2261,19.0109,6.2343,3.4520,0.8000,1.0000,-1.0000
9.8161,0.9085,34.4073,3.6630,8.4527,38.7632,50.0000,47.6146,17.9025,5.8644,3.3917,0.8000,1.0000,-1.0000
9.9201,0.8652,34.3483,3.7363,9.3592,40.8806,50.0000,46.6003,16.9190,5.5416,3.3383,0.8000,1.0000,-1.0000
9.8770,0.8226,34.2655,3.9088,10.6258,43.0352,50.0000,45.2375,16.1935,5.3702,3.3686,0.8000,1.0000,-1.0000
10.3294,0.7782,34.1577,3.9527,11.9128,45.0833,50.0000,43.1626,15.2771,5.0313,3.2788,0.8000,1.0000,-1.0000
10.1777,0.7380,34.0232,3.9925,13.4042,47.0482,50.0000,40.9811,14.4889,4.7276,3.1930,0.8000,1.0000,-1.0000
10.2808,0.6956,33.8671,4.1262,15.5686,49.2192,50.0000,38.6809,13.8242,4.5328,3.1732,0.8000,1.0000,-1.0000
10.3879,0.6531,33.6866,4.2512,18.2897,50.0000,50.0000,36.4819,13.1858,4.3497,3.1484,0.8000,1.0000,-1.0000
10.4530,0.6099,33.4826,4.4314,21.8093,50.0000,50.0000,34.4633,12.5908,4.1920,3.1483,0.8000,1.0000,-1.0000
10.5675,0.5665,33.2546,4.5998,26.0096,50.0000,50.0000,32.6538,11.9214,4.0396,3.1327,0.8000,1.0000,-1.0000
10.6726,0.5230,33.0029,4.7924,30.4620,50.0000,50.0000,31.0927,11.2429,3.8712,3.1158,0.9000,1.0000,-1.0000
10.8950,0.4747,32.7258,5.0584,34.8582,50.0000,50.0000,29.6288,10.4885,3.7300,3.1182,0.9000,1.0000,-1.0000
11.1500,0.4220,32.4188,5.3894,38.5898,50.0000,50.0000,28.2787,9.6286,3.5916,3.1197,0.9000,1.0000,-1.0000
11.3505,0.3689,32.0824,5.8194,41.4851,50.0000,50.0000,27.2015,8.7719,3.4592,3.1416,0.9000,1.0000,-1.0000
11.5817,0.3127,31.7176,6.3792,43.8443,50.0000,50.0000,26.2620,7.9433,3.3416,3.1777,0.9000,1.0000,-1.0000
11.7906,0.2569,31.3242,7.0942,45.8974,50.0000,50.0000,25.5402,7.1593,3.2479,3.2163,0.9000,1.0000,-1.0000
11.9799,0.1981,30.9014,8.0646,47.8994,50.0000,50.0000,24.9201,6.4303,3.1355,3.2657,0.8000,1.0000,-1.0000
11.9844,0.1459,30.4549,9.2853,49.7244,50.0000,50.0000,24.5746,5.8766,3.0650,3.3397,0.8000,1.0000,-1.0000
11.6270,0.0945,29.9896,11.1434,50.0000,50.0000,50.0000,24.4595,5.5166,3.0666,3.4793,0.9000,1.0000,-1.0000
12.1364,0.0399,29.5122,14.2776,50.0000,50.0000,50.0000,24.5227,5.3042,3.1313,3.7291,0.9000,1.0000,-1.0000
12.6058,-0.0295,28.9987,19.8283,50.0000,50.0000,47.3709,23.8367,4.7333,3.0280,3.8444,0.9000,1.0000,-1.0000
12.5525,-0.1024,28.4492,29.1674,50.0000,50.0000,43.8096,22.3118,4.1292,2.8600,3.9083,0.9000,1.0000,0.0000
12.7585,-0.0641,27.8865,25.5316,50.0000,50.0000,46.5887,24.7841,4.2909,2.8606,3.7867,0.9000,1.0000,0.0000
12.9972,-0.0486,27.2990,24.5995,50.0000,50.0000,48.2072,26.2600,4.2888,2.8212,3.6964,0.9000,1.0000,0.0000
12.9566,-0.0172,26.7021,22.9384,50.0000,50.0000,50.0000,28.9497,4.7246,3.0076,3.8379,0.9000,1.0000,0.0000
13.5209,-0.0085,26.0818,23.3718,50.0000,50.0000,50.0000,30.5556,4.8041,3.0353,3.8635,0.9000,1.0000,0.0000
14.0713,0.0001,25.4291,22.5812,50.0000,50.0000,50.0000,31.7264,4.6186,2.9077,3.6872,0.9000,1.0000,0.0000
13.8862,0.0088,24.7457,21.6210,50.0000,50.0000,50.0000,32.7884,4.3933,2.7586,3.4996,0.9000,1.0000,0.0000
14.3081,0.0569,24.0646,16.9242,50.0000,50.0000,50.0000,34.7498,4.6499,2.7748,3.3852,0.9000,1.0000,0.0000
14.5836,0.0753,23.3629,16.0396,50.0000,50.0000,50.0000,36.2306,4.7150,2.7679,3.3443,0.9000,1.0000,0.0000
14.9430,0.0949,22.6474,15.2204,50.0000,50.0000,50.0000,37.7122,4.8269,2.7839,3.3264,0.9000,1.0000,0.0000
15.1256,0.1172,21.9120,14.0651,50.0000,50.0000,50.0000,39.1164,4.8813,2.7606,3.2555,0.9000,1.0000,0.0000
15.3818,0.1352,21.1650,13.5021,49.4253,50.0000,50.0000,40.4599,4.9609,2.7612,3.2295,0.9000,1.0000,0.0000
15.6322,0.1543,20.4047,13.0063,48.5005,50.0000,50.0000,41.7957,5.0353,2.7657,3.2056,0.9000,1.0000,0.0000
15.9886,0.1765,19.6317,12.4426,47.5196,50.0000,50.0000,43.1623,5.1628,2.7805,3.1879,1.0000,1.0000,0.0000
15.8806,0.1133,18.8383,24.4962,49.2180,50.0000,50.0000,44.9666,4.7580,2.8218,3.4536,1.0000,1.0000,-1.0000
16.5537,0.0287,18.0439,50.0000,50.0000,50.0000,50.0000,50.0000,4.4932,2.9754,3.9852,1.0000,1.0000,-1.0000
17.1646,-0.0848,17.2177,48.7086,50.0000,50.0000,50.0000,50.0000,4.0004,3.0087,4.5904,1.0000,1.0000,-1.0000
17.7028,-0.2028,16.3600,42.2387,50.0000,50.0000,50.0000,17.1018,3.4853,2.9514,5.2782,1.0000,1.0000,-1.0000
17.6875,-0.2370,15.4735,40.9537,50.0000,50.0000,50.0000,12.2654,3.2054,2.8268,5.3882,1.0000,1.0000,0.0000
17.9623,-0.1913,14.5889,41.1456,50.0000,50.0000,50.0000,15.3750,3.3755,2.8911,5.2642,1.0000,1.0000,0.0000
