speed,heading_error,checkpoint_distance,ray_0_front,ray_1_+45,ray_2_+90,ray_3_+135,ray_4_back,ray_5_-135,ray_6_-90,ray_7_-45,ground_friction,throttle,steering
22.2009,0.0386,27.2299,50.0000,50.0000,50.0000,50.0000,50.0000,4.9254,8.9448,50.0000,1.0000,1.0000,0.0000
22.5752,0.0363,26.1083,50.0000,50.0000,50.0000,50.0000,9.3400,4.7506,9.2795,50.0000,1.0000,1.0000,0.0000
22.9320,0.0340,24.9679,50.0000,50.0000,50.0000,50.0000,7.1001,4.4218,9.0242,50.0000,1.0000,1.0000,0.0000
22.9392,0.0434,23.8150,50.0000,50.0000,50.0000,50.0000,6.3155,4.2696,8.8775,50.0000,1.0000,1.0000,0.0000
23.2780,0.0412,22.6564,50.0000,50.0000,50.0000,50.0000,5.7047,4.1458,8.9904,50.0000,1.0000,1.0000,0.0000
23.6011,0.0389,21.4808,50.0000,50.0000,50.0000,50.0000,5.0354,3.8903,8.6934,50.0000,1.0000,1.0000,0.0000
22.8953,-0.0031,20.2931,50.0000,50.0000,50.0000,50.0000,4.7722,4.0161,50.0000,50.0000,1.2000,1.0000,-1.0000
23.1875,-0.1190,19.1368,50.0000,50.0000,50.0000,50.0000,4.9326,4.7967,50.0000,50.0000,1.2000,1.0000,-1.0000
23.4928,-0.1718,17.9669,50.0000,50.0000,50.0000,50.0000,5.1258,5.3939,50.0000,50.0000,1.0000,1.0000,0.0000
23.8012,-0.1761,16.7819,50.0000,50.0000,50.0000,50.0000,5.2952,5.6938,50.0000,50.0000,1.0000,1.0000,0.0000
24.0956,-0.1815,15.5827,50.0000,50.0000,50.0000,50.0000,5.3214,5.8422,50.0000,50.0000,1.0000,1.0000,0.0000
24.3766,-0.1885,14.3702,50.0000,50.0000,50.0000,50.0000,5.2396,5.8584,50.0000,50.0000,1.0000,1.0000,0.0000
24.6446,-0.1975,13.1454,50.0000,50.0000,50.0000,50.0000,5.0624,5.7487,50.0000,50.0000,1.0000,1.0000,0.0000
24.7934,-0.2089,11.9098,50.0000,50.0000,50.0000,12.9680,4.7994,5.5334,50.0000,50.0000,1.0000,1.0000,0.0000
24.7934,-0.2237,10.6736,50.0000,50.0000,50.0000,10.0370,4.4614,5.2018,50.0000,50.0000,0.9000,1.0000,0.0000
24.7934,-0.2429,9.4411,50.0000,50.0000,50.0000,8.2973,4.0470,4.7636,50.0000,50.0000,0.9000,1.0000,0.0000
24.7934,-0.2685,8.2142,50.0000,50.0000,50.0000,6.8510,3.5611,4.2256,50.0000,50.0000,0.9000,1.0000,0.0000
24.7934,0.3970,37.3279,50.0000,50.0000,50.0000,5.5234,3.0041,3.5913,50.0000,50.0000,0.8000,1.0000,0.0000
23.7600,0.4365,36.2312,50.0000,50.0000,50.0000,5.4306,2.9144,3.4292,50.0000,50.0000,0.8000,1.0000,0.0000
23.6264,0.4519,35.1732,50.0000,50.0000,50.0000,5.4132,2.9566,3.4933,50.0000,50.0000,0.8000,1.0000,0.0000
23.5002,0.4682,34.1288,50.0000,50.0000,50.0000,5.1801,2.8743,3.4077,50.0000,50.0000,0.8000,1.0000,0.0000
22.8956,0.4060,33.0984,50.0000,50.0000,50.0000,4.4718,2.7786,3.5514,50.0000,50.0000,0.8000,1.0000,-1.0000
22.7935,0.3200,32.0986,50.0000,50.0000,50.0000,4.0922,2.8681,4.0610,50.0000,50.0000,0.8000,1.0000,-1.0000
22.6697,0.2191,31.1080,50.0000,50.0000,50.0000,3.6290,2.8686,4.6217,44.8145,50.0000,0.8000,1.0000,-1.0000
22.5147,0.1188,30.1246,50.0000,44.8505,11.2992,3.1636,2.7828,5.1983,41.2554,50.0000,0.8000,1.0000,-1.0000
21.9658,0.0241,29.1544,50.0000,40.7215,7.6583,2.9846,2.8927,6.4098,40.9224,50.0000,0.8000,1.0000,-1.0000
21.6185,-0.0745,28.1971,50.0000,36.7310,5.8627,2.8598,3.0542,8.4530,41.8689,50.0000,0.8000,1.0000,-1.0000
21.2404,-0.0943,27.2493,50.0000,34.2664,5.4541,2.8435,3.1334,9.2973,41.4280,50.0000,0.8000,1.0000,0.0000
20.9710,-0.0751,26.3108,50.0000,32.6917,5.4564,2.8627,3.1527,9.1467,40.0092,50.0000,0.9000,1.0000,0.0000
20.8927,-0.0561,25.3736,50.0000,31.2019,5.4462,2.8828,3.1745,9.0236,38.6779,50.0000,0.9000,1.0000,0.0000
20.6360,-0.0373,24.4335,50.0000,29.8894,5.5511,2.9639,3.2632,9.0838,37.5137,50.0000,0.9000,1.0000,0.0000
20.7470,-0.0159,23.4969,50.0000,28.7431,5.7270,3.0760,3.3814,9.1855,36.3729,50.0000,0.9000,1.0000,0.0000
20.8690,0.0035,22.5510,50.0000,27.2593,5.5919,3.0348,3.3405,8.9420,35.1614,50.0000,0.9000,1.0000,-1.0000
20.6376,-0.1116,21.5999,47.3188,21.6502,4.6339,2.9479,3.6293,12.3331,38.1750,50.0000,0.9000,1.0000,-1.0000
20.5969,-0.2310,20.6505,39.9907,15.7015,4.0442,2.9630,4.1299,17.0904,41.9208,50.0000,1.0000,1.0000,-1.0000
20.4550,-0.2623,19.6930,36.6467,13.5075,3.9586,3.0589,4.4723,18.6504,42.6456,50.0000,1.0000,1.0000,0.0000
20.6518,-0.2426,18.7301,35.0934,12.9812,4.0438,3.1484,4.6131,18.3511,41.5134,50.0000,1.0000,1.0000,0.0000
19.5097,-0.2231,17.7502,33.7325,12.8330,4.2959,3.3829,4.9630,18.4975,40.6557,49.3891,1.0000,1.0000,0.0000
19.6597,-0.2580,16.8167,31.4662,12.5761,4.9440,4.1179,6.3250,21.2299,42.0813,48.0560,0.9000,1.0000,0.0000
19.7713,-0.2398,15.8717,30.5531,12.9994,5.5202,4.6485,7.1458,21.8947,41.6250,46.6677,0.9000,1.0000,1.0000
19.9507,-0.0889,14.9159,33.0107,15.3176,6.3514,4.9385,6.8051,18.9448,37.5375,45.5272,0.9000,1.0000,1.0000
20.1864,0.0196,13.9486,33.8517,16.2205,6.8484,5.0743,6.5862,16.9774,34.7413,44.0757,0.9000,1.0000,0.0000
20.4217,0.0410,12.9706,31.8080,15.0407,6.6226,5.0215,6.6112,16.9175,34.0364,42.2405,0.9000,1.0000,0.0000
20.6499,0.0649,11.9833,29.4884,13.5686,6.1048,4.7680,6.3933,16.5351,33.1101,40.1672,0.9000,1.0000,0.0000
20.8748,0.1367,10.9882,27.9221,12.3476,5.4677,4.2548,5.6611,14.8220,31.0358,38.0461,0.8000,1.0000,1.0000
19.9208,0.2924,9.9917,28.2000,12.3761,5.2399,3.8327,4.7966,11.8928,27.7617,36.2897,0.8000,1.0000,1.0000
19.4626,0.3723,9.0700,27.8676,12.8216,5.8824,4.3550,5.3972,12.4252,27.3301,35.4242,0.8000,1.0000,1.0000
19.5617,0.5327,8.1670,28.4253,13.7664,6.5176,4.6800,5.4833,11.4431,25.5467,34.4045,0.8000,1.0000,1.0000
19.6426,-0.3969,44.1042,27.7773,13.7268,6.6086,4.7083,5.4361,10.8232,24.2928,33.0704,0.8000,1.0000,0.0000
19.7188,-0.4091,43.2723,25.6106,12.2143,5.9393,4.4417,5.2943,10.9286,23.9718,31.5711,0.8000,1.0000,0.0000
19.1312,-0.4508,42.4525,23.4895,10.9539,5.7000,4.5253,5.6870,12.0192,24.4874,30.4058,0.8000,1.0000,0.0000
18.9659,-0.4748,41.6458,21.7340,10.0757,5.5497,4.6854,6.1157,12.9796,24.7414,29.2536,0.8000,1.0000,0.0000
18.8311,-0.4570,40.8471,20.6680,9.6571,5.4951,4.7710,6.3841,13.3570,24.5093,28.2666,0.8000,1.0000,1.0000
18.7391,-0.3735,40.0581,20.6613,9.9327,5.6887,4.9496,6.4770,12.9545,23.7409,27.7012,0.8000,1.0000,1.0000
18.5795,-0.2860,39.2702,20.4940,10.0833,5.7458,4.9635,6.4567,12.4441,22.9446,27.0594,0.8000,1.0000,1.0000
18.3750,-0.2022,38.4868,20.3345,10.3053,5.8350,5.0333,6.4964,12.1957,22.3885,26.5217,0.8000,1.0000,0.0000
18.1769,-0.2232,37.7042,18.9119,9.4682,5.6061,5.1353,6.9711,13.1947,22.9029,25.8068,0.8000,1.0000,0.0000
18.0592,-0.2530,36.9252,17.4878,8.7010,5.4570,5.2519,7.5442,14.3768,23.4615,25.0012,0.8000,1.0000,1.0000
17.9649,-0.1689,36.1465,17.4666,8.8793,5.5125,5.2851,7.5853,14.2455,23.2118,24.8305,0.9000,1.0000,1.0000
18.0708,-0.0705,35.3606,17.5676,9.1109,5.5451,5.2654,7.5042,13.9569,22.9271,24.7330,0.9000,1.0000,1.0000
18.0032,0.0239,34.5649,17.6553,9.3622,5.6088,5.2474,7.4580,13.8295,22.7478,24.6718,0.9000,1.0000,1.0000
17.8900,0.1241,33.7589,17.8249,9.5674,5.6566,5.1936,7.3290,13.6371,22.5508,24.6507,0.9000,1.0000,1.0000
17.6445,0.2189,32.9460,18.0517,9.8135,5.7490,5.1955,7.2350,13.5690,22.4742,24.7297,1.0000,1.0000,1.0000
17.9148,0.3266,32.1251,18.4527,10.0657,5.8475,5.1561,7.0433,13.3664,22.2556,24.8518,1.0000,1.0000,1.0000
17.6003,0.4283,31.2854,18.8799,10.2994,5.9711,5.1545,6.8933,13.2006,22.1251,25.0417,1.0000,1.0000,0.0000
17.8347,0.4194,30.4395,17.8459,9.5171,5.7483,5.1467,7.2146,14.1999,23.0557,24.9311,1.0000,1.0000,0.0000
17.6253,0.3930,29.5741,16.5513,8.6462,5.4587,5.1816,7.6614,15.4836,24.0689,24.6284,1.0000,1.0000,0.0000
17.6994,0.3722,28.7038,15.4126,8.0048,5.3254,5.3017,8.2843,16.8408,25.0457,24.3220,1.0000,1.0000,0.0000
17.8799,0.3594,27.8201,14.3131,7.4103,5.1529,5.4119,8.8889,18.0849,25.8375,23.9283,1.0000,1.0000,0.0000
18.0439,0.3371,26.9281,13.2178,6.9529,5.1179,5.6531,9.7872,19.6560,26.6960,23.4400,1.2000,1.0000,0.0000
18.0935,0.3334,26.0193,12.1754,6.4174,4.9329,5.7280,10.3628,20.8393,27.2673,22.8466,1.2000,1.0000,0.0000
18.2569,0.3054,25.1076,11.0060,5.9580,4.8580,5.9798,11.4590,22.4283,27.8711,22.0498,1.2000,1.0000,0.0000
18.3410,0.2928,24.1893,10.1133,5.6417,4.8196,6.2788,12.5472,23.9021,28.3961,21.3944,1.2000,1.0000,0.0000
18.5286,0.2803,23.2663,9.3404,5.3588,4.8314,6.6436,13.8212,25.4325,28.8863,20.6522,1.2000,1.0000,0.0000
18.5983,0.2630,22.3325,8.5249,5.0569,4.7937,7.0314,15.2033,26.9395,29.1964,19.7379,1.2000,1.0000,0.0000
18.5426,0.2574,21.3913,7.8435,4.7952,4.7505,7.3794,16.4998,28.3505,29.5071,18.9537,1.2000,1.0000,0.0000
18.8323,0.2959,20.4495,7.5427,4.6269,4.6728,7.5215,17.1209,29.4227,30.2224,18.9580,1.2000,1.0000,1.0000
18.8876,0.4247,19.5003,8.0448,4.6076,4.4776,7.0572,16.1300,29.6913,31.8888,20.7259,1.2000,1.0000,1.0000
19.0245,0.5582,18.5537,8.8039,4.6370,4.3122,6.5954,15.1257,29.8385,33.5283,22.6416,1.2000,1.0000,1.0000
18.8544,0.5977,17.6064,8.6117,4.5168,4.2306,6.6854,15.7524,31.0462,34.5604,22.9016,1.2000,1.0000,0.0000
18.9342,0.6068,16.6649,8.0019,4.2690,4.1310,6.8417,16.8931,32.6163,35.3004,22.4793,1.2000,1.0000,0.0000
18.9595,0.6006,15.7312,7.3824,4.0783,4.0980,7.2892,18.5666,34.4364,35.8835,21.7509,1.2000,1.0000,0.0000
18.6429,0.6540,14.8033,7.4082,4.0427,4.0751,7.3651,19.2643,35.7194,37.0840,22.2883,1.2000,1.0000,1.0000
19.0173,0.7989,13.8989,8.5022,4.1965,3.9681,6.7555,18.1745,35.8831,39.1614,24.7500,1.0000,1.0000,1.0000
19.3394,0.9651,12.9956,9.7672,4.1741,3.6419,5.7272,16.3799,34.9281,40.6331,27.3605,1.0000,1.0000,1.0000
18.9193,1.1190,12.1188,11.4560,4.3150,3.5088,5.1505,15.0634,33.7884,41.8556,29.9428,1.0000,1.0000,1.0000
18.8440,1.2924,11.2877,13.8963,4.5751,3.4084,4.6031,13.2961,31.9435,42.9011,33.0732,1.0000,1.0000,1.0000
18.2809,1.4565,10.5187,16.6013,5.1170,3.5333,4.4553,12.1280,30.7014,44.0766,36.2457,1.0000,1.0000,1.0000
18.3661,1.6526,9.8304,19.7757,5.8537,3.6484,4.2172,10.3687,28.8379,45.0600,40.0296,1.0000,1.0000,0.0000
18.4129,1.7260,9.2231,19.0761,5.5573,3.5073,4.1312,10.7319,30.3114,46.2253,40.0010,0.9000,1.0000,0.0000
18.4100,1.8123,8.7146,17.9824,4.9885,3.2028,3.8395,10.6890,31.5572,47.1247,39.6154,0.9000,1.0000,0.0000
17.7164,1.8717,8.3362,16.6100,4.7826,3.2229,4.0485,12.3752,34.2033,48.2370,38.3871,0.9000,1.0000,0.0000
17.5980,1.9677,8.0873,15.7765,4.6038,3.1763,4.0871,13.2741,35.9596,49.1292,37.7608,0.9000,1.0000,0.0000
17.2667,0.0824,37.1907,15.0596,4.5046,3.1881,4.1931,14.4028,37.7749,49.9860,37.0876,0.9000,1.0000,0.0000
17.4013,0.0604,36.4046,14.3750,4.4552,3.2287,4.3461,15.7696,39.6810,50.0000,36.2280,0.8000,1.0000,0.0000
17.4861,0.0503,35.6065,13.4922,4.1991,3.0834,4.2185,16.3098,41.0289,50.0000,35.4511,0.8000,1.0000,0.0000
16.4973,-0.0106,34.8188,12.4594,4.2902,3.3354,4.8327,20.0645,44.3365,50.0000,33.2385,0.8000,1.0000,0.0000
16.7559,-0.0194,34.0426,12.4824,4.4822,3.5298,5.1837,21.6479,45.9814,50.0000,32.8174,0.9000,1.0000,0.0000
17.1401,-0.0282,33.2460,12.0083,4.4365,3.5465,5.2558,22.7901,47.4221,50.0000,32.0608,0.9000,1.0000,0.0000
17.5145,-0.0370,32.4267,11.1154,4.1530,3.3674,5.0941,23.5065,48.6464,50.0000,30.9775,0.9000,1.0000,0.0000
17.1572,-0.0459,31.5859,10.1806,3.8383,3.1714,4.8801,24.1911,49.8492,50.0000,29.7922,0.9000,1.0000,0.0000
17.2788,-0.1027,30.7588,9.0871,3.7402,3.2338,5.3176,28.0722,50.0000,50.0000,27.2011,0.9000,1.0000,0.0000
17.4525,-0.1217,29.9232,8.6189,3.6943,3.2737,5.5179,30.0294,50.0000,50.0000,25.9535,0.9000,1.0000,0.0000
17.2693,-0.1487,29.0880,8.3770,3.8354,3.4722,6.0590,32.6699,50.0000,50.0000,24.6857,0.8000,1.0000,0.0000
17.4826,-0.1572,28.2495,8.0518,3.7853,3.4847,6.1792,34.0490,50.0000,50.0000,23.7376,0.8000,1.0000,0.0000
17.2018,-0.1311,27.4010,7.9035,3.6958,3.3560,5.8792,33.5077,50.0000,50.0000,23.7648,0.8000,1.0000,1.0000
16.9852,-0.0730,26.5683,8.5013,3.8795,3.4062,5.6196,31.0164,50.0000,50.0000,25.2419,0.8000,1.0000,1.0000
17.0512,0.0077,25.7398,9.2741,4.0778,3.4262,5.2414,26.0473,50.0000,50.0000,27.8638,0.8000,1.0000,1.0000
16.8837,0.0560,24.9086,9.6618,4.2061,3.4448,5.1002,23.1774,50.0000,50.0000,29.4638,0.8000,1.0000,0.0000
16.8739,0.0366,24.0808,9.0956,4.1738,3.5080,5.3262,25.0707,50.0000,50.0000,27.8470,0.8000,1.0000,0.0000
16.7306,0.0156,23.2536,8.5939,4.1615,3.6088,5.6140,27.3237,50.0000,50.0000,26.1876,0.8000,1.0000,0.0000
16.7388,0.0009,22.4277,8.1718,4.1384,3.6703,5.8576,29.1477,50.0000,50.0000,24.7682,0.8000,1.0000,0.0000
16.6688,-0.0202,21.6030,7.7552,4.1254,3.7914,6.2161,31.6861,50.0000,50.0000,23.1322,0.8000,1.0000,0.0000
16.6351,-0.0346,20.7791,7.3497,4.1151,3.8798,6.5178,33.6837,50.0000,50.0000,21.7873,0.8000,1.0000,1.0000
16.6147,0.0427,19.9599,7.8669,4.3138,3.9677,6.2670,27.7199,50.0000,50.0000,24.4474,0.8000,1.0000,1.0000
16.5116,0.1233,19.1365,8.1969,4.3908,3.9471,5.9400,22.4587,50.0000,50.0000,27.9634,0.8000,1.0000,1.0000
16.4177,0.2015,18.3186,8.6753,4.6088,4.0176,5.8003,18.9273,50.0000,50.0000,32.6894,0.8000,1.0000,1.0000
16.3374,0.2864,17.5003,9.1226,4.7377,4.0520,5.6321,16.1193,50.0000,50.0000,39.4151,0.8000,1.0000,1.0000
16.1669,0.3003,16.6865,8.9084,4.7659,4.1879,5.8744,16.3539,50.0000,50.0000,40.1156,0.8000,1.0000,0.0000
15.9600,0.2896,15.8739,8.3804,4.7080,4.3007,6.2605,17.4882,50.0000,50.0000,38.1092,0.8000,1.0000,0.0000
16.0501,0.2762,15.0687,7.8317,4.5774,4.4152,6.6374,18.7714,50.0000,50.0000,35.4805,0.7000,1.0000,0.0000
15.6073,0.2623,14.2697,7.3655,4.5082,4.5336,7.0886,20.2143,50.0000,50.0000,32.6898,0.7000,1.0000,0.0000
15.3650,0.2501,13.4856,6.9208,4.4559,4.7078,7.6514,21.7286,50.0000,50.0000,30.0065,0.7000,1.0000,0.0000
14.7920,0.2427,12.7125,6.6760,4.4876,4.9814,8.3476,23.3169,50.0000,50.0000,27.9665,0.7000,1.0000,0.0000
14.9191,0.2287,11.9653,6.5298,4.6476,5.4575,9.3064,25.4433,50.0000,50.0000,25.4855,0.7000,1.0000,0.0000
15.0413,0.2313,11.2132,6.1096,4.4670,5.4525,9.8050,26.4508,50.0000,50.0000,23.7894,0.7000,1.0000,0.0000
14.5420,0.2614,10.4557,5.7509,4.2307,5.3020,9.9280,26.0125,50.0000,50.0000,24.1059,0.7000,1.0000,1.0000
14.3370,0.2978,9.7325,5.8165,4.2931,5.5826,10.6541,25.8591,50.0000,50.0000,25.8841,0.7000,1.0000,1.0000
14.4815,0.3806,9.0127,5.8601,4.1507,5.3462,10.6718,23.7912,50.0000,50.0000,34.0066,0.7000,1.0000,1.0000
14.0708,0.4510,8.3019,5.9674,4.1577,5.2746,11.0754,22.8781,50.0000,50.0000,44.0627,0.7000,1.0000,1.0000
13.8599,-0.0525,38.4838,6.0025,4.0962,5.3023,11.7386,22.7055,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
12.8504,-0.1073,37.8446,6.0565,4.5126,6.4693,14.3299,25.8131,50.0000,50.0000,42.8489,0.7000,1.0000,0.0000
13.0925,-0.1126,37.2253,6.3449,4.9081,7.5798,16.6711,27.4258,50.0000,50.0000,44.9674,0.7000,1.0000,0.0000
13.3234,-0.1180,36.5925,6.3167,5.0097,8.1978,18.6053,28.7036,50.0000,50.0000,46.2687,0.7000,1.0000,0.0000
13.5430,-0.1233,35.9471,5.9926,4.8243,8.1609,20.0893,29.7062,50.0000,50.0000,44.4173,0.7000,1.0000,0.0000
13.7518,-0.1287,35.2898,5.3999,4.3729,7.4073,21.0246,30.4464,50.0000,50.0000,38.7434,0.7000,1.0000,0.0000
13.9501,-0.1342,34.6214,4.5455,3.6582,6.1181,21.4285,30.9299,50.0000,50.0000,31.6852,0.7000,1.0000,0.0000
12.8219,-0.1918,33.9807,4.4420,3.8310,7.3138,23.4569,34.5050,50.0000,50.0000,20.5110,0.7000,1.0000,0.0000
13.0842,-0.1966,33.3515,4.2795,3.7306,7.3914,25.4228,35.6863,50.0000,50.0000,19.1125,0.7000,1.0000,0.0000
12.7878,-0.1922,32.7220,4.2293,3.7143,7.6046,28.0030,36.5174,50.0000,50.0000,19.2308,0.7000,1.0000,1.0000
12.8708,-0.1348,32.0964,4.3029,3.6210,6.8483,34.6239,35.0956,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
12.9602,-0.0705,31.4635,4.4283,3.5351,6.1827,41.1718,33.9402,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
12.9584,-0.0077,30.8249,4.6139,3.4949,5.6951,41.5864,33.3530,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
13.1490,0.0345,30.1798,4.6951,3.4268,5.3473,42.1193,33.5387,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
13.2249,0.0189,29.5272,4.5569,3.4034,5.4641,42.4878,34.9724,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
13.3316,0.0082,28.8684,4.4519,3.3699,5.5569,42.8893,36.3564,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
13.4065,-0.0026,28.2026,4.3347,3.3303,5.6232,43.3039,37.7651,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
13.5387,-0.0139,27.5318,4.2380,3.3085,5.7249,43.7296,39.2076,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
13.8166,-0.0260,26.8505,4.1548,3.2848,5.8429,44.1709,40.7260,50.0000,50.0000,50.0000,0.9000,1.0000,0.0000
14.0792,0.0244,26.1546,4.2830,3.2289,5.3480,44.8389,40.9164,50.0000,50.0000,50.0000,0.9000,1.0000,1.0000
14.2651,0.1067,25.4463,4.6215,3.1970,4.7647,45.9182,41.2093,50.0000,50.0000,50.0000,0.9000,1.0000,1.0000
14.5418,0.1910,24.7261,5.0882,3.1796,4.3245,47.4178,42.5463,50.0000,50.0000,50.0000,1.0000,1.0000,1.0000
14.8989,0.2889,23.9881,5.8550,3.1919,3.9248,49.6438,45.6839,50.0000,50.0000,50.0000,1.0000,1.0000,1.0000
15.1861,0.3169,23.2330,6.1446,3.2013,3.8312,50.0000,48.4541,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
15.5267,0.3069,22.4613,6.0029,3.1744,3.8346,50.0000,49.8846,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
15.8450,0.2999,21.6731,5.8990,3.1491,3.8308,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,0.0000
16.1849,0.2147,20.8699,5.1173,3.0921,4.0952,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,-1.0000
16.5117,0.0888,20.0512,4.3617,3.0646,4.6854,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,-1.0000
16.8070,-0.0382,19.2180,3.8671,3.0989,5.6803,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,-1.0000
17.0364,-0.1694,18.3689,3.5295,3.1935,7.8285,50.0000,50.0000,50.0000,50.0000,50.0000,1.2000,1.0000,-1.0000
17.1631,-0.3014,17.5100,3.3053,3.3661,50.0000,50.0000,50.0000,50.0000,50.0000,10.0726,1.2000,1.0000,-1.0000
17.1356,-0.4354,16.6449,3.1864,3.6609,50.0000,50.0000,50.0000,50.0000,50.0000,6.7585,1.2000,1.0000,-1.0000
17.2339,-0.4816,15.7759,3.1418,3.7516,50.0000,50.0000,50.0000,50.0000,50.0000,6.1970,1.2000,1.0000,0.0000
17.2812,-0.4970,14.9060,3.1472,3.7972,50.0000,50.0000,50.0000,50.0000,50.0000,6.1497,1.2000,1.0000,0.0000
17.3189,-0.5086,14.0348,3.1796,3.8344,50.0000,50.0000,50.0000,50.0000,50.0000,6.2336,1.2000,1.0000,0.0000
17.4216,-0.5234,13.1684,3.2697,3.9671,50.0000,50.0000,50.0000,50.0000,50.0000,6.4590,1.2000,1.0000,0.0000
17.4365,-0.5311,12.2902,3.2451,3.8997,50.0000,50.0000,50.0000,50.0000,50.0000,6.5553,1.2000,1.0000,0.0000
17.3627,-0.5590,11.4193,3.3298,4.0281,50.0000,50.0000,50.0000,50.0000,50.0000,6.7227,1.2000,1.0000,0.0000
17.8100,-0.5795,10.5530,3.3607,4.0720,50.0000,50.0000,50.0000,50.0000,50.0000,6.9552,1.2000,1.0000,0.0000
17.7153,-0.6119,9.6805,3.3927,4.1036,50.0000,50.0000,50.0000,50.0000,50.0000,7.0973,1.2000,1.0000,0.0000
17.6947,-0.6471,8.8242,3.5831,4.3444,50.0000,50.0000,50.0000,50.0000,50.0000,7.8443,1.0000,1.0000,0.0000
18.2185,-0.0061,38.1284,3.6573,4.3722,50.0000,50.0000,50.0000,50.0000,50.0000,8.5806,1.0000,1.0000,0.0000
18.2208,0.0012,37.2447,3.6325,4.2913,50.0000,50.0000,50.0000,50.0000,50.0000,9.2795,1.0000,1.0000,0.0000
18.1716,-0.0103,36.3674,3.9009,4.6445,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,1.0000,1.0000,-1.0000
18.6528,-0.1386,35.4783,3.9827,5.4708,50.0000,50.0000,50.0000,50.0000,50.0000,7.8356,1.0000,1.0000,-1.0000
19.0486,-0.2708,34.5613,3.8438,6.3512,50.0000,50.0000,50.0000,50.0000,50.0000,6.0713,1.0000,1.0000,-1.0000
18.6475,-0.4176,33.6394,4.1162,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,5.4159,1.0000,1.0000,-1.0000
18.5854,-0.4634,32.7197,4.3752,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,5.6257,0.9000,1.0000,0.0000
18.2989,-0.4634,31.7982,4.5522,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,6.1292,0.9000,1.0000,0.0000
18.1903,-0.4650,30.8795,4.8067,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,6.7487,0.9000,1.0000,0.0000
18.1707,-0.4248,29.9635,5.0530,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,8.4771,0.9000,1.0000,1.0000
17.9678,-0.3147,29.0528,5.6562,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
18.1141,-0.2029,28.1466,6.4470,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,1.0000
18.2779,-0.1310,27.2326,7.0863,9.5469,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
17.8826,-0.1393,26.3219,8.3024,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
17.8665,-0.1445,25.4224,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
17.7570,-0.1491,24.5231,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.8000,1.0000,0.0000
17.6713,-0.1534,23.6306,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.2909,-0.1605,22.7483,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.0643,-0.1684,21.8856,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
17.0710,-0.1705,21.0282,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,0.0000
16.6776,-0.1561,20.1764,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
16.4597,-0.0802,19.3419,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
16.3333,-0.0036,18.5156,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
16.1325,0.0697,17.6977,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
16.0151,0.1468,16.8866,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,0.7000,1.0000,1.0000
